word;polarity;Retranslation
verstoring;-1;perturbation
Skid;-1;Dérapage
Skid;-1;Dérapage
Spot;-1;Spot
schamel;-1;dérisoire
afleiding;-1;distraction
drift;-1;dérive
drift;-1;dérive
laatste;-1;plus récentes
Rob;-1;Rob
afwijken van;-1;diffèrent des
verwarrend;-1;confusion entre
aftocht;-1;retraite
Uitschakelen;-1;Disable
Uitschakelen;-1;Disable
intrekken;-1;retrait
onaangename;-1;désagréable
afkeuring;-1;censure
afkeuren;-1;désapprouver
ontwapenen;-1;désarmer
nadeel;-1;désavantage
afgevallen;-1;tombé
afkomst;-1;origine
ontgoocheling;-1;désillusion
terugtrekking;-1;retrait
onbalans;-1;déséquilibre
woestijn;-1;désert
woestijn;-1;désert
desertie;-1;désertion
woestijn;-1;désert
wanhoop;-1;désespoir
wanhoop;-1;désespoir
Wieden;-1;Wieden
onkruid;-1;mauvaises herbes
Dishonor;-1;Déshonneur
uitdrogen;-1;sécher
ontgoocheling;-1;désillusion
disembody;-1;disembody
ontsmettingsmiddel;-1;désinfectant
desinfecteren;-1;désinfection
desinformatie;-1;désinformation
desintegratie;-1;désintégration
desintegreren;-1;se désintégrer
ongehoorzaam;-1;coquines
ongehoorzaamheid;-1;désobéissance
ongehoorzaam;-1;coquines
disobliging;-1;disobliging
afwijkende;-1;s’écartant
verwoesting;-1;dévastation
Sorry;-1;Désolé
gepresenteerd;-1;présenté
verstoren;-1;perturber la
despotische;-1;despotique
despotisme;-1;despotisme
uitdrogen;-1;sécher
vernietiging;-1;destruction
verouderde;-1;périmée
onbruik;-1;désuétude
Detachement;-1;Détachement
detail;-1;en détail
detentie;-1;détention
preventieve detentie;-1;détention préventive
wasmiddel;-1;détergent
verslechtering;-1;détérioration
verslechteren;-1;se détériorer
graven;-1;tombes
afschuwelijke;-1;horrible
haat;-1;la haine
omweg;-1;détour
afleiding;-1;distraction
achtergrond afleiding | Fonds;-1;distraction de fond | Fonds
Geniet;-1;Profitez de
kosten;-1;coût
Prullenbak;-1;Recycle Bin
vernietigen;-1;détruire
schuld;-1;dette
rouw;-1;deuil
devalueren;-1;dévaluer
verwoesting;-1;dévastation
verwoesten;-1;dévastateurs
te groot geworden;-1;devenu trop grand
afwijken;-1;être différent
verslinden;-1;dévorer
Duivel;-1;Diable
kwaad;-1;mal
dia;-1;diapositive
diarree;-1;diarrhée
rant;-1;coup de gueule
dictatoriale;-1;dictatorial
dictatuur;-1;dictature
dieet;-1;régime alimentaire
verschillen;-1;différences
verschil;-1;différence
differentiatie;-1;différenciation
differentiëren;-1;faire la différence
verschillende;-1;différentes
waardig van vertrouwen;-1;digne de confiance
afdwaal;-1;ouvrir une parenthèse
uitbreiding;-1;extension
verwijden;-1;dilater
dilemma;-1;dilemme
tienden;-1;dîmes
geleidelijk afnemen;-1;diminuer progressivement
Dinosaur;-1;Dinosaure
hartworm ziekte;-1;dirofilariose
disciplinaire;-1;disciplinaires
discipline;-1;discipline
discontinue;-1;discontinu
discontinuïteit;-1;discontinuité
afwijkende;-1;s’écartant
disharmonische;-1;discordants
onenigheid;-1;désaccord
diskrediet;-1;discrédit
diskrediet;-1;discrédit
discretionaire;-1;discrétionnaire
discriminatie;-1;discrimination
discriminerende;-1;discriminatoires
discrimineren;-1;une discrimination
twijfelachtige;-1;discutable
schande;-1;honte
anddiscarded;-1;anddiscarded
Sever;-1;Sever
Disjunctieve;-1;Disjonctive
dislocatie;-1;dislocation
ontwrichten;-1;disloquer
verdwijnen;-1;disparaissent
ongelijksoortige;-1;disparates
ongelijkheid;-1;inégalité
verdwijning;-1;disparition
diskwalificatie;-1;disqualification
diskwalificeren;-1;disqualifier
dissectie;-1;dissection
ongelijke;-1;inégale
onenigheid;-1;désaccord
ontleden;-1;parse
verborgenheid;-1;Mystère
verjagen;-1;Chase away
dissipeees;-1;dissipeees
Dissociatie;-1;Dissociation
ontbinding;-1;dissolution
dissonantie;-1;dissonance
dissoner;-1;dissoner
ontbinden;-1;dissoudre
schrikken;-1;effrayer
afstand;-1;distance
distanlointains;-1;distanlointains
Externe;-1;External
distantsdistante;-1;distantsdistante
vervorming;-1;distorsion
afleiden;-1;dérivant
divergentie;-1;divergence
afwijken;-1;être différent
afwijken;-1;être différent
kloof;-1;Gap
scheidingslijn;-1;ligne de démarcation
deelbaar;-1;divisible
Divisie;-1;Division de
doctrinaire;-1;doctrinale
mollige;-1;joufflu
dogmatische;-1;dogmatique
voet vinger;-1;doigt de pied
klacht;-1;plainte
dominantie;-1;position dominante
domineren;-1;dominent
dominant;-1;dominent
dominant;-1;dominent
overheersing;-1;domination
Dominion;-1;Dominion
Domino;-1;Domino
schade;-1;dommage
schadevergoeding;-1;indemnisation
Dungeon;-1;Donjon
Geef de snavel-shot;-1;Donner le coup de bec
de Riet kick te geven;-1;le coup de pied de Reed pour donner
een duwtje geven;-1;donner un coup de main
een mes te geven;-1;donner un couteau
een trap geven;-1;donner un vol
geven een punch;-1;donner un coup de poing
een hoofd geven;-1;donner une tête
een pak slaag te geven;-1;pour donner une raclée
blote rug;-1;dos-nu
verdubbeling;-1;doublement
scherpe pijn;-1;forte douleur
pijn;-1;douleur
pijnlijk;-1;douloureux
twijfel;-1;doute
twijfel;-1;doute
twijfelachtig;-1;discutable
gracht;-1;Canal
Dragon;-1;Dragon
baggeren;-1;travaux de dragage
baggeren;-1;travaux de dragage
drainage;-1;drainage
afvoer;-1;drain
drama;-1;drame
drama;-1;drame
drastische;-1;drastiques
drug;-1;médicament
drugs;-1;médicaments
dubotatives;-1;dubotatives
verschuldigd;-1;due
Duel;-1;Duel
verschuldigd;-1;due
de dwaas;-1;le fou
dupe;-1;dupe
duplicity;-1;duplicité
harde;-1;dur
hard werken;-1;dur labeur
Harden;-1;Harden
Verharding;-1;Durcissement
hardheid;-1;dureté
verschuldigd;-1;due
Dynamite;-1;Dynamite
dysenterie;-1;dysenterie
dyspepsie;-1;dyspepsie
bleekmiddel;-1;eau de Javel
zeewater;-1;eau de mer
water gedragen;-1;véhiculées par l’eau
Dazzle;-1;Dazzle
schitterende;-1;belle
Glare;-1;Éblouissement
ebranlage;-1;ebranlage
chippen;-1;burinage
Skale;-1;Ecailleux
Scarlet;-1;Écarlate
kloof;-1;Gap
wangedrag;-1;faute
gevierendeeld;-1;coupées en quartiers
Verwijderen;-1;Supprimer
blauwe plek;-1;ecchymose
steiger;-1;échafaudage
steigers;-1;échafaudage
Escape;-1;Évasion
Escape;-1;Évasion
Splinter;-1;Splinter
Pogostick;-1;Pogo stick
schermutseling;-1;escarmouche
termijn;-1;terme
wervelkolom;-1;colonne vertébrale
Fail;-1;En cas d’échec
Splash;-1;Splash
Splash;-1;Splash
burst;-1;Rafale
Eclipse;-1;Eclipse
Eclipse;-1;Eclipse
Eclipse;-1;Eclipse
ecliptica;-1;écliptique
écloper;-1;écloper
CBS? urer;-1;CBS ? UREF
CBS? n;-1;CBS ? n
CBS? racistisch;-1;CBS ? raciste
onverdraaglijk;-1;insupportable
schors;-1;écorce
doorbloeding;-1;circulation sanguine
verkorten;-1;raccourcissement
clandestiene luisteren;-1;écoute clandestine
doekje;-1;tissu
pletten;-1;installations de broyeur
skim;-1;écrémé
rivierkreeft;-1;écrevisses
skim;-1;écrémé
schuimige;-1;mousseux
kracht;-1;puissance
Bewerken;-1;Edit
eetouffants;-1;eetouffants
gummen;-1;gommes à effacer
wissen;-1;effacer
wissen;-1;effacer
Verwen;-1;Prenez soin de
effeminate;-1;Effeminé
efféminer;-1;efféminer
Fray;-1;Fray
samenvouwen;-1;effondrement
eng;-1;Eng
angst;-1;peur
Brutale;-1;Brutal
bloedvergieten;-1;effusion de sang
ego;-1;ego
egocentrische;-1;égocentrique
egoïsme;-1;égoïsme
egoïstisch;-1;égoïste
riool;-1;réseau d’égouts
infuus;-1;perfusion
kras;-1;zéro
kras;-1;zéro
schaamteloze;-1;sans vergogne
Uitwerpen;-1;EJECT
uitwerpen;-1;EJECT
snoeien;-1;élagage
uitbreiding;-1;extension
Eliminatie;-1;Élimination
elimineren;-1;éliminer les
Sling;-1;Fronde
Sling;-1;Fronde
lofrede;-1;éloge funèbre
weg;-1;Route
afstand;-1;distance
ontduiken;-1;évasion
émacier;-1;émacier
pijnlijk;-1;douloureux
pijnlijk;-1;douloureux
pijnlijk;-1;douloureux
roer;-1;remuer
embargo;-1;embargo sur
schip macht;-1;puissance de navire
verlegenheid;-1;embarras
de moeite;-1;l’ennui
de moeite;-1;l’ennui
longembolie;-1;embolie pulmonaire
Ignite;-1;S’enflammer
Ignite;-1;S’enflammer
Spies;-1;Spies
verwarren;-1;confondre
film;-1;film
hinderlaag;-1;embuscade
mouvemnet;-1;mouvemnet
rel;-1;rel
emigratie;-1;émigration
emigreren;-1;expatriés
gehakt;-1;haché fin
verwarde;-1;confondu
botte;-1;émoussé
voorkomen;-1;prévention
stinken;-1;puer
verstrikt;-1;enchevêtrer
veel;-1;de nombreux
aantasting;-1;dégradation
aantasting;-1;dégradation
inbreuk maken;-1;porter atteinte
stapel;-1;pile
abusief gebruiken;-1;utiliser abusivement
Pak;-1;Pak
opsluiten;-1;enfermer
gevangenisstraf;-1;peine d’emprisonnement
emuleren;-1;émuler
in Bijstortingen;-1;en exigeant de l’extra
in behandeling;-1;dans le traitement
blind;-1;aveugles
dalende;-1;tomber
rubber;-1;en caoutchouc
boos;-1;en colère
in verval;-1;en déclin
zaagtand;-1;dent de scie
niet eens;-1;même pas
afdaling;-1;descente
rommelig;-1;Messy
Hieronder;-1;Ci-dessous
in rouw;-1;en deuil
op de kolf;-1;sur le s/n
vermijden;-1;éviter
College simile;-1;Simile Collège
failliet;-1;faillite
in vuur en vlam;-1;le feu
op de vlucht;-1;sur le pouce
in woede;-1;en colère
in de fusion;-1;dans la fusion
in richtsnoeren;-1;dans les lignes directrices
braak;-1;percée
yaw;-1;lacet
in de klep;-1;la vanne à
in traan;-1;la larme
in het wrak;-1;dans l’épave
slechte gezondheid;-1;mauvaise santé
in stuk;-1;dans la pièce
gedeeltelijk;-1;partiellement
hellend;-1;en pente
huilen: huilen;-1;pleurer : pleurer
poeder;-1;poudre
burst;-1;Rafale
laat;-1;Laissez
in de ruïnes;-1;dans les ruines
ruïne in s;-1;ruine en s
uitstekende;-1;Excellente
in bloed;-1;dans le sang
in de strijd;-1;dans la lutte
in het geheim;-1;dans le secret
in stilte;-1;dans le silence
solo;-1;solo
streaming;-1;en streaming
om te veronderstellen dat;-1;à supposer que
overschot;-1;excédent
in de klomp;-1;dans le sabot
sterven;-1;Die
in de zeer sterke stijging;-1;la très forte hausse
in te;-1;dans à
tevergeefs;-1;rien n’y fait
bedreigde;-1;en voie de disparition
vertoornd op SB;-1;en colère contre SB
in bulk;-1;en vrac
cirkel;-1;cercle
ketting;-1;Collier
wirwar;-1;Tangle
verwarde;-1;confondu
enclave;-1;enclave
Borough;-1;District londonien
geneigd;-1;inclinée
Parochie Behuizingen;-1;Enclos paroissiaux
coderen;-1;Encoder
rommel;-1;image de fond
rommel;-1;image de fond
oplopen;-1;s’additionnent
endemisch;-1;espèce endémique
schuld;-1;dette
rouw;-1;deuil
insluiting;-1;confinement
endocarditis;-1;endocardite
indoctrinatie;-1;endoctrinement
endolorir;-1;endolorir
schade;-1;dommage
schade;-1;dommage
uitstrijkje van afdichting;-1;frottis d’apposition du sceau
Harden;-1;Harden
verwend kind;-1;enfant gâté
kinderachtig;-1;enfantin
Hel;-1;Enfer
lock-up;-1;de lock-up
zetten;-1;Convert
deining;-1;Houle
zwelling;-1;un gonflement
Pers;-1;Presse
Bury;-1;Bury
pauze;-1;mettre en pause
Wegrennen;-1;Cours
rook uit;-1;fumée de
slikken;-1;déglutition
FAD;-1;FAD
gevoelloos;-1;engourdir
gevoelloosheid;-1;engourdissement
raadselachtige;-1;énigmatique
bestelling;-1;Ordonnance
verwijdering;-1;retrait
verveling;-1;ennui
vervelen;-1;s’ennuyer
enorme omvang;-1;taille énorme
woedend;-1;furieux
schor;-1;Schor
liquidatie;-1;liquidations
ontsieren;-1;défigurent
Bury;-1;Bury
betoveren;-1;enchanter
Taint;-1;Souillure
Hack;-1;Hack
Cram;-1;Cram
Bury;-1;Bury
begrafenis;-1;funérailles
blijven bestaan;-1;continuent d’exister
koppigheid;-1;entêtement
Entomologie;-1;Entomologie
verstuiking;-1;entorse
twist;-1;Twist
darmen;-1;intestins
obstructie;-1;obstruction
een belemmering vormen voor;-1;un obstacle à
entrepot opslag;-1;entrepôt de stockage
ondernemende;-1;entreprenants
botsen;-1;entrent en collision
uitbarsten;-1;entrer en éruption
entropie;-1;entropie
overweldigd door de slechte gras;-1;accablé par la mauvaise herbe
binnenvallen;-1;envahir
invasie;-1;invasion
Invader;-1;Envahisseur
onweerstaanbare verlangen;-1;irrésistible envie
vlucht;-1;vol
Bewitched;-1;Ma sorcière bien aimée
dikke;-1;épaisse
dikte;-1;épaisseur
dikker;-1;plus épais
verdikkingsmiddel;-1;épaississant
verdikking;-1;épaississement
effusie;-1;épanchement
nest;-1;NID
verstrooiing;-1;diffusion
(EPAR) | allergrootste;-1;(EPAR) | primordiale
zwaard;-1;épée
eperdre;-1;eperdre
Spieringen;-1;Éperlans
efemere;-1;éphémère
Spice;-1;Épice
Epilepsie;-1;Épilepsie
Epiloog;-1;Épilogue
Thorn;-1;Thorn
grafschrift;-1;épitaphe
Peel;-1;Peel
spons;-1;éponge
MOP van;-1;MOPPE
afstoffen;-1;saupoudrage
test;-1;test
krachtmeting;-1;Épreuve de force
ervaring;-1;expérience
ervaren;-1;a connu
Ervaar de wrok tegen;-1;L’expérience de la rancune contre
uitlaat;-1;gaz d’échappement
vermoeiend;-1;fatigant
uitputting;-1;épuisement
wissen;-1;effacer
uitroeiing;-1;éradication
roeien;-1;Aviron
schrapen;-1;grattage
kras;-1;zéro
bramhaputra;-1;Bramhaputra
kluizenaar;-1;Ermite
erosie;-1;érosion
zwerven;-1;Roam
dwalen;-1;se promener
zwerven;-1;Roam
grillige;-1;lunatique
Erratum;-1;Erratum
verkeerde;-1;mal
uitslag;-1;éruption cutanée
huiduitslag;-1;éruption cutanée
slak;-1;escargot
schermutseling;-1;escarmouche
Helling;-1;Pente
slavernij;-1;esclavage
slaaf;-1;esclave
Crook;-1;Crook
spion;-1;espion
spion voort;-1;espionner
Dodge;-1;Dodge
Dodge;-1;Dodge
zwerm;-1;essaim
zwermen;-1;essaims
schuur;-1;Grange
de onjuistheid van stellen;-1;la fausseté des couples
een discriminatie;-1;une discrimination
verspreiding;-1;diffusion
vijver;-1;étang
bankschroef;-1;étau
Uitschakelen;-1;Disable
Wildernis;-1;Nature sauvage
niezen;-1;éternuements
niezen;-1;éternuements
ethanol;-1;éthanol
ether;-1;éther
Ethereal;-1;Ethereal
verstikking;-1;Étouffement
demper;-1;amortisseur
onnadenkendheid;-1;étourderie
Stun;-1;Stun
prachtige;-1;belle
Vreemd;-1;Étrange
vreemdheid;-1;étrangeté
Strangler;-1;Etrangleur
worden achter de bocht;-1;être à l’origine de la courbe
lager;-1;plus bas
worden ten dienste van;-1;être au service de
wordt ontaarde;-1;est dégénéré
consistent zijn;-1;conformément
niet eens;-1;même pas
worden in woede;-1;être en colère
opleggen;-1;imposition
dat tilt;-1;qui s’inclinent
WRIKKEN;-1;PRY
worden zondvloed;-1;être crue
meest worden geraakt door;-1;la plupart est touchée par
worden de eerste aanraking door;-1;être le premier contact de
zijn uitstekende;-1;son excellent
lijden;-1;souffrant
knuppel;-1;bat
smal;-1;rétrécir
beperktheid;-1;limites
eugenetica;-1;eugénisme
UH;-1;EUH
eufemisme;-1;euphémisme
euthanasie;-1;euthanasie
evacuatie;-1;évacuation
Escape;-1;Évasion
Evanescence;-1;Evanescence
Evanescence;-1;Evanescence
flauwvallen;-1;évanouissement
verdamping;-1;évaporation
wastafel;-1;évier
Oust;-1;Oust
vermijden;-1;éviter
verergering;-1;aggravation
verergeren;-1;s’aggraver
overdrijving;-1;exagération
overdrijven;-1;en faire trop
wrevel;-1;ressentiment
nederigen;-1;humbles
graafmachine;-1;Excavateurs
opgraving;-1;excavation
Excavata;-1;Excavata
overschot;-1;excédent
excentriciteit;-1;excentricité
excentriek;-1;excentriques
bij wijze van uitzondering;-1;par dérogation,
overtollige;-1;excédentaire
overdreven;-1;exagéré
Accijnzen;-1;Droits d’accises
excisie;-1;excision
uitsluiten;-1;exclure les
uitsluiting;-1;exclusion
uitwerpselen;-1;matières fécales
excretie;-1;excrétion
excrescence;-1;excroissance
uitvoering;-1;mise en œuvre
pronken;-1;montrer au loin
gesneuveld;-1;tué au combat
vereisen;-1;nécessitent
klein formaat;-1;petite taille
ballingschap;-1;exil
Exodus;-1;Exodus
exorbiter;-1;exorbiter
exorbitante;-1;exorbitants
exorcisme;-1;Exorcisme
Exorcist;-1;Exorciste
snelle;-1;rapide
vervaldatum;-1;date d’échéance
verlopen;-1;expiré
ontploffen;-1;exploser
bloot;-1;exposer
expressie overal gaan;-1;expression aller n’importe où
onteigening;-1;expropriation
bloedeloze;-1;sans effusion de sang
stralen;-1;rayons
extenuation;-1;atténuantes
buiten;-1;en plein air
extern;-1;externes
uitroeiing;-1;éradication
roeien;-1;Aviron
externe;-1;externes
extra muros;-1;extra-muros
uitlevering;-1;extradition
buitengerechtelijke;-1;extrajudiciaires
Alien;-1;Alien
zeer pijnlijk;-1;très douloureux
einde;-1;fin
Extrinsieke;-1;Extrinsèques
extrusie;-1;extrusion
confabulation;-1;fabulation
College simile;-1;Simile Collège
ongewenst;-1;les indésirables
Dummy;-1;Mannequin
factie;-1;faction
factureerbare uren;-1;heures facturables
Bland;-1;Bland
lage;-1;faible
zwak;-1;faible
zwakte;-1;faiblesse
Falter;-1;Falter
fout;-1;erreur
feilbaar;-1;faillible
faillissement;-1;faillite
honger;-1;faim
te verschijnen;-1;à comparaître
Kook;-1;Cuisine
om te chanteren;-1;faire du chantage
doen het boksen;-1;faire de boxe
maken van de waanzin;-1;faire de la folie
het verhaal;-1;l’histoire
maken de opmerking continuell;-1;faire la remarque continuell
ontploffen;-1;exploser
maken tippelen;-1;faire solliciter
RAP;-1;RAP
van mensenhandel;-1;des êtres humains
klap;-1;a frappé
smelten;-1;faire fondre
maken het gezicht;-1;faire face à
de staart maken;-1;faire la queue
pijn doen;-1;fait mal
Backtrack;-1;Revenir en arrière
obstructie te maken;-1;faire obstruction
hebben een wee;-1;avoir un wee
opvallen;-1;se démarquer
doen alsof;-1;faire semblant
schrikken;-1;effrayer
Geniet;-1;Profitez de
Maak een metalen geluid;-1;Faire un métal solide
Maak een plof;-1;Faire un flop
doen een shot kussen;-1;faire un coussin de tir
op een dieet gaan;-1;faire un régime
Maak een afdaling in;-1;Faire une descente en
een uitweiding;-1;une digression
doen een uitwijken;-1;faire une embardée
een zorgvuldige;-1;une attention
een bloeding;-1;une hémorragie
een overdosis;-1;une surdose
falacieuses;-1;falacieuses
Cliff;-1;Falaise
vervalsing;-1;falsification
vervalsen;-1;trucage
familie van de overledene;-1;famille du défunt
hongersnood;-1;famine
fanatisme;-1;fanatisme
Verwelken;-1;Flétrissement
branie;-1;Swagger
opscheppen;-1;droits de vantardise
fantasievolle;-1;imaginatif
grillige;-1;lunatique
marionet;-1;marionnette
spookachtige;-1;chair de poule
Ghost;-1;Fantôme
Fawn;-1;Fawn
Last;-1;Dernière
Wacky;-1;Wacky
fatale;-1;fatale
Fatality;-1;Accident mortel
band;-1;bande
Faucher;-1;Faucher
Sikkel;-1;Faucille
Falcon;-1;Faucon
valse laag;-1;faible valeur false
vervormen;-1;déformer
ten onrechte;-1;à tort
ten onrechte bescheiden;-1;faussement modeste
Coy;-1;Cie
onjuistheid;-1;inexactitude
schuld;-1;dette
professionele fout;-1;erreur professionnelle
Fauve;-1;Fauve
misstappen;-1;feuillets
plooi;-1;pli
Drone;-1;Drone
koorts;-1;fièvre
fecale;-1;fécale
uitwerpselen;-1;matières fécales
zetmeel;-1;amidon
Fake;-1;Fake
Feint;-1;Feinte
crack;-1;fissure
crack;-1;fissure
venkel;-1;fenouil
sleuf;-1;machine à sous
feodale;-1;féodal
feodalisme;-1;féodalisme
sluiten;-1;fermer
gisting;-1;fermentation
fermenteren;-1;ferment
felle;-1;brillant
wreedheid;-1;cruauté
Spank;-1;Donner la fessée
Fetish;-1;Fétiche
vezelig;-1;fibreux
Plug;-1;Fiche
bestand;-1;fichier
fictieve;-1;fiction
koorts;-1;fièvre
bevriezen;-1;gel
FLOSS;-1;SOIE
spinnen;-1;araignées
filament;-1;filament
filamenteuze;-1;filamenteuses
Ga naar alle snelheid;-1;Aller à toute vitesse
draad;-1;thread
kinderlijke;-1;enfantin
dochter van vreugde;-1;fille de joie
doel;-1;objectif
Afwerking;-1;Finition
splijtbare;-1;fissiles
fission;-1;fission
kraken;-1;fissure
crack;-1;fissure
Fistel;-1;Fistule
staren;-1;regardant fixement
de blik vast;-1;le regard fixé
geflambeerd;-1;flambés
Flamboyant;-1;Flamboyant
flank;-1;flanc
Flash;-1;Flash
kolf;-1;ballon
iemand vleien slaafs;-1;quelqu'un flatte servilement
winderigheid;-1;flatulence
DART;-1;DART
Flex;-1;Flex
daling;-1;l’automne
verdorren;-1;se fanent
COP;-1;CONFÉRENCE DES PARTIES
Sneeuwvlok;-1;Flocon de neige
flop;-1;flop
vervagen;-1;flou
Vervagen: vervaagt;-1;Fade : s’estompe
schommeling;-1;Swing
Folliculaire;-1;Folliculaire
follikel;-1;follicule
Bilge;-1;Chaîne Hi-Fi
Fondant;-1;Fondant
smelten;-1;faire fondre
smelten op;-1;faire fondre sur
gietijzer;-1;fer de fonte
pincet;-1;pince à épiler
boor;-1;Perceuse
boor;-1;Perceuse
formalisme;-1;formalisme
onduidelijke formulier;-1;forme peu clair
vormen een korst;-1;forme une croûte
een klacht indienen;-1;déposer une plainte
ontucht;-1;fornication
toevallige;-1;Casual
fossiele;-1;fossiles
gek gek: gek;-1;fou fou : fou
Berserk;-1;Berserk
Bliksem;-1;Foudre
zweep;-1;fouet
Garde;-1;Garde
Fern;-1;Fougère
Zoek;-1;Recherche
Snoop;-1;Snoop
menigte;-1;foule
verstuiking;-1;entorse
Knave;-1;Valet
vertakt;-1;ramifiée
flog;-1;flog
Ant;-1;Fourmi
zwerm;-1;essaim
vol;-1;plein de
tintelingen;-1;picotements
oven;-1;four
Cram;-1;Cram
vangen alle;-1;fourre-tout
schede;-1;gaine
dwalen;-1;se promener
rommel;-1;image de fond
neuken;-1;baiser
crash;-1;Crash
Smash;-1;Smash
fractuur;-1;fracture
fractuur;-1;fracture
kwetsbare;-1;vulnérables
kwetsbaarheid;-1;vulnérabilité
hit;-1;a frappé
opvallend;-1;substitution
slagman;-1;pâte
fraude;-1;fraude
bedriegen;-1;triche
Hum;-1;Hum
Hum;-1;Hum
rem;-1;frein
rem;-1;frein
tornen;-1;question
teer;-1;goudron
"""USS Hornet""";-1;« USS Hornet »
Koker;-1;Plaque de cuisson
Ash;-1;Cendre
razernij;-1;frénésie
Frantic;-1;Frénétique
kruimelig;-1;friable
wrijving;-1;friction
frigide;-1;glaciales
fripe;-1;fripe
Son of a gun;-1;Son of a gun
FRY;-1;RÉPUBLIQUE FÉDÉRALE D’YOUGOSLAVIE
Friske;-1;Friske
Rilling;-1;Shiver
griezelen;-1;Peur
frivole;-1;frivole
koud;-1;froide
kou;-1;froide
samenperst;-1;Scrunch
ruisen;-1;se précipiter
plooi de wenkbrauw;-1;Rentrez le sourcil
frown;-1;froncer les sourcils
Katapult;-1;Catapulte
Wrijf;-1;RUB
wrijving;-1;friction
uitstrijkje;-1;Test de Papanicolaou
lafaard;-1;Coward
schaal-en schelpdieren;-1;fruits de mer
frustratie;-1;frustration
frustreren;-1;frustrant
vluchtig;-1;volatils
Escape;-1;Évasion
fulgurer;-1;fulgurer
Bliksem;-1;Foudre
rant;-1;coup de gueule
roken;-1;usage du tabac
roker;-1;fumeur
mest;-1;fumier
fumigatie;-1;fumigation
begrafenis;-1;funérailles
Funk;-1;Funk
Fury;-1;Fury
woedend;-1;furieux
houtskool;-1;charbon de bois
fuser;-1;unité de fusion
geweer;-1;carabine
Shotgun;-1;Fusil de chasse
schieten;-1;prise de vue
futiliteit;-1;futilité
verwennen;-1;SPOIL
trigger;-1;gâchette
Horloge;-1;Montre
omhulsel;-1;boîtier
Gainer;-1;Gainer
schede;-1;gaine
Gale;-1;Gale
drukproef;-1;essai de pression
bende;-1;Gang
bewaring;-1;garde à vue
gevangenis bewaker bewaker;-1;surveillant de la garde
Bewaken van de garde;-1;Garde la garde
Schoft;-1;Garrot
afval;-1;déchets
afval;-1;déchets
maag;-1;estomac
links;-1;Liens
onhandigheid;-1;maladresse
Warp;-1;Warp
kromtrekken;-1;gauchissement
Emboss;-1;Emboss
homo;-1;gay
homo's;-1;gays
gas;-1;gaz
vergassing;-1;gazéification
gas;-1;gaz
verontreinigende gassen;-1;gaz polluants
geantses;-1;geantses
zeuren;-1;pleurnicher
gel;-1;gel
gelatine;-1;gélatine
bevriezen;-1;gel
bevriezing;-1;point de congélation
kreunen;-1;gémir
kreunen;-1;gémir
vervelend;-1;ennuyeux
Gen;-1;Gène
generalisatie;-1;généralisation
genitale;-1;génitale
gevangenis;-1;prison
eerstelingsgarve;-1;l’offrande de la Gerbe
Gerber;-1;Gerber
Geriatrische;-1;Gériatrique
ontkiemen;-1;germer
kiemkracht;-1;germination
Getto;-1;Ghetto
spuiten;-1;pulvérisation
klap;-1;a frappé
klap;-1;a frappé
gigantische;-1;géant
Gember;-1;Gingembre
liegen;-1;couché
Frost;-1;Frost
Frost;-1;Frost
glabrous;-1;glabre
ijs;-1;glace
slagroom;-1;crème fouettée
ijs;-1;glace
Icy;-1;Glacées
Gletsjer;-1;Glacier
Gladiator;-1;Gladiator
glaiciales;-1;glaiciales
slijm;-1;mucus
sprokkelen;-1;glaner
Yelp;-1;Yelp
Yelp;-1;Yelp
Glas;-1;Verre
dia;-1;diapositive
Slepen;-1;Drag
glijden;-1;coulissants
glijden;-1;coulissants
aardverschuiving;-1;glissement de terrain
gulzigheid;-1;gourmandise
Gluer;-1;Colleuse
Sticky;-1;Post-it
gluten;-1;sans gluten
Glycerine;-1;Glycérine
GNOME;-1;GNOME
Goblin;-1;Gobelin
Seagull;-1;Mouette
schoener;-1;goélette
schertsende;-1;ludique
vreetzak;-1;goinfre
Golf;-1;Golf
GOM;-1;GOMME
inflatie;-1;inflation
opblazen;-1;sauter
zwelling;-1;un gonflement
Gong;-1;Gong
Gonorroe;-1;Gonorrhée
keel;-1;gorge
Gorilla;-1;Gorille
tar;-1;goudron
tar;-1;goudron
goudronneuse;-1;goudronneuse
Tarry;-1;Tarry
afgrond;-1;Abyss
CAD;-1;CAD
Goelag;-1;Goulag
gastronomische;-1;Gourmet
gulzigheid;-1;gourmandise
Goeroe;-1;Gourou
drop;-1;laisser tomber
door drop drop;-1;goutte à goutte
druppel;-1;laisser tomber
infuus;-1;perfusion
goot;-1;gouttière
smering;-1;lubrification
vet;-1;matières grasses
vet;-1;matières grasses
vettig;-1;graisseux
geweldig schot;-1;grand coup
verdriet;-1;chagrin
lang en mager;-1;long et maigre
submodule;-1;granule
granulaat;-1;granulaire
mollig;-1;joufflu
schrapen;-1;grattage
kras;-1;zéro
serieus;-1;au sérieux
grind;-1;gravier
begroet;-1;accueillis
Rillen;-1;Des frissons
Rillen;-1;Des frissons
Granada;-1;Granada
Kikker;-1;Grenouille
ijzel;-1;pluie verglaçante
sissende;-1;grésillement
Sizzle;-1;Sizzle
staking;-1;grève
Doodle;-1;Doodle
Krabbel;-1;Dessin à main levée
klacht;-1;plainte
klauw;-1;griffe
kras;-1;zéro
Krabbel;-1;Dessin à main levée
kras;-1;zéro
hek;-1;clôture
